,HER2+,HR+,Triple Neg,importance
chr3:586636-75535753,0.0,0.0,-0.020168140472668867,0.020168140472668867
chr3:75546791-75799957,0.0,0.0,0.0,0.0
chr3:75845446-90391698,0.0,0.0,0.0,0.0
chr3:95043863-126884366,0.0,0.0,0.0,0.0
chr3:127015333-163987465,0.0,0.0,0.0,0.0
chr3:163997236-164023510,0.0,0.0,0.0,0.0
chr3:164038925-164101784,-0.06472487187423553,0.046442777054978866,0.0,0.11116764892921441
chr3:164112881-193467200,0.0,0.0,0.08035465250968427,0.08035465250968427
chr3:193476462-196656506,0.0,0.0,0.0,0.0
chr3:196908262-196937230,0.0,0.0,0.3844594721282563,0.3844594721282563
chr3:196947293-199383479,0.0,0.0,0.0,0.0
chr4:5224-49422736,0.0,0.0,0.0,0.0
chr4:52530029-69042487,0.0,0.0,0.0,0.0
chr4:69215734-69311985,0.0,-0.03517057520390879,0.0,0.03517057520390879
chr4:69789443-70305861,0.0,0.0,0.0,0.0
chr4:70334625-74719357,0.0,0.0,0.010953086959630686,0.010953086959630686
chr4:74730754-93211181,0.0,0.0,0.0,0.0
chr4:93240865-190844427,0.0,0.0,0.0,0.0
chr4:190887518-191165971,0.0,0.0,0.0,0.0
chr4:191191940-191311992,0.0,0.0,0.0,0.0
chr5:75149-745859,0.0,0.0,0.0,0.0
chr5:763494-878290,0.07742149970076387,0.0,0.0,0.07742149970076387
chr5:916822-21966989,0.0,0.0,0.0,0.0
chr5:21979223-32203336,0.0,0.0,0.0,0.0
chr5:32209048-45938397,0.0,0.0,0.0,0.0
chr5:49619946-68850823,0.0,0.0,0.0,0.0
chr5:69274433-96603723,0.0,0.3355101875527258,0.0,0.3355101875527258
chr5:96637773-180644810,0.0,0.034602480126032384,0.0,0.034602480126032384
chr6:5839-154410,0.0,0.0,0.0,0.0
chr6:204528-634345,0.0,0.0,0.0,0.0
chr6:655129-1435871,0.0,0.0,0.0,0.0
chr6:1436117-1512043,0.041758826266065356,0.0,0.0,0.041758826266065356
chr6:1535319-30010234,0.0,-0.14191392488753873,0.0,0.14191392488753873
chr6:30021894-32519935,0.0,0.0,0.06640117814217283,0.06640117814217283
chr6:32586131-32600962,0.0,0.0,0.0,0.0
chr6:32605300-32629848,0.0,0.0,0.0,0.0
chr6:32634044-32728487,0.0,-0.012628827015680208,0.0,0.012628827015680208
chr6:32732764-32738443,0.0,-0.21506418098642613,0.36223180182842135,0.5772959828148475
chr6:32766023-91964331,0.0,-0.42229968237131305,0.11492149308171937,0.5372211754530324
chr6:92035339-170943103,0.10590180853577533,0.0,0.0,0.10590180853577533
chr7:140213-38060725,0.0,0.0,0.0,0.0
chr7:38065862-61275990,0.0,0.0,0.0,0.0
chr7:61474815-141189966,0.0,0.0,0.0,0.0
chr7:141214728-141245219,0.0,0.0,0.0,0.0
chr7:141259727-141549648,0.0,0.0,0.0,0.0
chr7:141555761-141947816,0.0,0.0,0.0,0.0
chr7:141965869-141978333,0.0,0.0,0.0,0.0
chr7:141989305-143302267,0.0,0.0,0.0,0.0
chr7:143321677-143391065,0.0,0.0,0.0,0.0
chr7:143526118-158617983,0.0,0.0,0.0,0.0
chr8:63810-90816,0.0,0.0,0.0,0.0
chr8:166452-6907624,-0.006277388929765131,0.0,0.04485473236707755,0.05113212129684268
chr8:7040596-8132139,0.0,0.0,0.0,0.0
chr8:8148437-12448374,0.0,0.0,0.0,0.0
chr8:12511855-16315130,0.0,0.0,0.0,0.0
chr8:16373516-28182114,0.0,0.0,0.0,0.0
chr8:28208003-35676140,0.0,0.11694446892749308,0.0,0.11694446892749308
chr8:35694285-39333915,0.0,0.0,0.0,0.0
chr8:39356595-39505256,0.0,0.0,-0.09475842804998172,0.09475842804998172
chr8:39535655-43515874,0.0,0.04771812230482606,0.0,0.04771812230482606
chr8:47575650-146264846,0.0,0.0,0.0,0.0
chr9:153131-40520747,0.0,0.0,0.0,0.0
chr9:42913008-110081531,0.0,0.0,0.0,0.0
chr9:110086022-110108926,0.0,0.0,0.0,0.0
chr9:110114139-138397892,0.015507079345831273,-0.1321266599389065,0.0,0.14763373928473777
chr10:115544-38563575,0.0,-0.0766120877232963,0.0,0.0766120877232963
chr10:38596435-42057554,0.04280160357871811,0.0,0.0,0.04280160357871811
chr10:42150759-46371243,0.0,-0.006742390674864191,0.0,0.006742390674864191
chr10:46396163-135395562,0.0,0.0,0.0,0.0
chr11:182372-5733442,0.0,0.0,0.0,0.0
chr11:5742476-5762182,0.0,0.0,0.0,0.0
chr11:5777496-7757329,0.0,0.01180464054321102,0.0,0.01180464054321102
chr11:7762277-7797993,0.0,0.0,0.0,0.0
chr11:7803570-50337734,0.0,0.0,0.0,0.0
chr11:51244499-55118214,0.0,0.0,0.0,0.0
chr11:55124730-55194990,0.0,0.130897043017431,0.0,0.130897043017431
chr11:55200744-55207305,0.0,0.0,-0.13778627074721886,0.13778627074721886
chr11:55225136-56294614,0.0,0.0,0.0,0.0
chr11:56304321-58626432,0.0,0.0,0.0,0.0
chr11:58634869-68684682,0.0,0.0,0.0,0.0
chr11:68740184-68943548,0.0,0.0,0.0,0.0
chr11:68972488-70505018,0.0,0.0,0.0,0.0
chr11:70519863-70552702,0.0,0.0,-0.013080186330789707,0.013080186330789707
chr11:70562838-89296560,0.0,-0.011249263466936993,0.0,0.011249263466936993
chr11:89400624-134432265,0.0,-0.30555086326334246,0.08721340973417882,0.39276427299752126
chr12:33854-397918,0.0,0.0,0.0,0.0
chr12:412868-427816,0.0,0.0,0.0,0.0
chr12:435020-9432943,0.0,0.0,0.0,0.0
chr12:9528590-9585156,0.0,0.05850599013424078,0.0,0.05850599013424078
chr12:9633884-10453531,0.0,0.0,0.0,0.0
chr12:10464018-10484956,0.0,0.0,0.0,0.0
chr12:10497371-11375835,0.0,0.0,0.0,0.0
chr12:11404653-11430887,0.0,0.0,0.0,0.0
chr12:11466807-34647417,0.0,0.0,0.0,0.0
chr12:36160215-36244407,0.0,0.0,0.0,0.0
chr12:36739877-67332062,0.0,0.4880115209165317,-0.18957265853910443,0.6775841794556361
chr12:67337260-132389367,0.0,0.04384912172315794,-0.3615465339635308,0.4053956556866888
chr13:5179-123882,0.0,0.0,0.0,0.0
chr13:18194527-18354969,0.0,0.0,0.0,0.0
chr13:18402053-56673183,0.0,0.0,0.0,0.0
chr13:56770498-114123862,0.0,0.0,-0.07135350902663914,0.07135350902663914
chr14:18149473-19216369,0.0,0.0,0.0,0.0
chr14:19268776-19490630,0.0,0.0,0.0,0.0
chr14:19505698-22000194,0.0,0.0,0.0,0.0
chr14:22022060-73047267,0.0,0.18453614373427873,-0.15068306504894244,0.3352192087832212
chr14:73071404-73092018,0.0,-0.1136208451186653,0.0,0.1136208451186653
chr14:73106558-105584008,0.0,0.0,0.0,0.0
chr14:105602756-105630089,0.0,0.09176690760064367,-0.31871301197376095,0.4104799195744046
chr14:105654998-105839439,0.0,0.0,-0.11081884710311862,0.11081884710311862
chr14:105857193-105881279,0.0,0.0,0.0,0.0
chr14:105907191-106349756,0.0,0.0,0.0,0.0
chr15:53166-592121,0.0,0.0,-0.09882426053389369,0.09882426053389369
chr15:739595-18454050,0.0,0.0,-0.08227741691206542,0.08227741691206542
chr15:18657388-18683110,0.0,0.0,-0.3538932862705065,0.3538932862705065
chr15:18722595-20060061,0.0,0.0,0.0,0.0
chr15:20307869-21982746,0.0,0.10345298082818481,-0.05649847720256094,0.15995145803074576
chr15:22038880-22138119,0.0,0.0,0.0,0.0
chr15:22163893-32511475,0.0,0.31695839820946153,-0.22790816348474077,0.5448665616942023
chr15:32523241-32594902,0.0,0.0,-0.36077716957746025,0.36077716957746025
chr15:32605086-100282819,0.0,0.0,0.0,0.0
chr16:28087-14817706,0.0,0.163861392319723,0.0,0.163861392319723
chr16:14956177-14988855,0.0,-0.15283884482844406,0.04063029311443866,0.19346913794288273
chr16:15039224-33875313,0.0,0.1498756812310795,-0.013844783436249787,0.16372046466732929
chr16:34095229-34976429,0.0,0.0,0.0,0.0
chr16:45058242-54336421,0.0,-0.017317433142459333,0.12801045780697148,0.14532789094943083
chr16:54354643-54379834,0.0,0.0,0.0,0.0
chr16:54390012-68679377,0.0,0.0,0.0,0.0
chr16:68710277-68751390,0.0,-0.28053487460383075,0.0,0.28053487460383075
chr16:68838368-69397102,0.0,-0.339879241387317,0.40106769243342083,0.7409469338207378
chr16:69417987-69744010,0.0,0.0,0.0,0.0
chr16:69763173-88690571,0.0,0.0,0.0,0.0
chr17:10999-390571,0.0,0.0,0.0,0.0
chr17:403833-446414,0.0,0.0,0.0,0.0
chr17:451258-461603,0.0,0.0,0.0,0.0
chr17:465054-974692,0.0,0.0,0.0,0.0
chr17:984101-1003742,0.0,0.0,0.0,0.0
chr17:1008443-1536140,0.0,0.0,0.0,0.0
chr17:1542118-1560766,-0.09626614566451776,0.0,0.0,0.09626614566451776
chr17:1562322-1703117,0.0,0.0,0.0,0.0
chr17:1703729-1713758,0.0,0.0,0.0,0.0
chr17:1718892-1845756,0.0,0.0,0.0,0.0
chr17:1859252-1859812,0.0,-0.014880483697720515,0.0,0.014880483697720515
chr17:1860983-1881747,0.0,-0.005845139331465586,0.0,0.005845139331465586
chr17:1890246-2286311,0.0,0.0,0.0,0.0
chr17:2286862-2330659,0.0,0.0,0.0,0.0
chr17:2333732-2343255,0.0,0.0,0.0,0.0
chr17:2361350-18868037,0.0,0.0,0.0,0.0
chr17:19083766-20521986,0.0,0.0,0.0,0.0
chr17:20569693-20596699,0.0,0.0,0.0,0.0
chr17:20618474-21442476,0.0,0.0,0.0,0.0
chr17:21627596-22142513,0.0,0.0,0.0,0.0
chr17:22315936-22324326,0.005832692062317333,0.0,0.0,0.005832692062317333
chr17:22399576-27351012,0.0,0.0,0.0,0.0
chr17:27364248-27450834,0.0,0.0,0.0,0.0
chr17:27463558-35067992,0.0,0.0,0.0,0.0
chr17:35076296-35282086,1.875321726871974,-0.6194982886290927,-0.44545171035032544,2.9402717258513924
chr17:35286565-35427554,0.0,0.0,0.0,0.0
chr17:35444422-40926154,-0.06699935378601543,0.04040338174938656,0.0,0.107402735535402
chr17:41011530-41494331,-0.505332726746769,0.0,0.0,0.505332726746769
chr17:41527705-41706870,0.0,0.0,0.0,0.0
chr17:41983407-42049540,-0.008374410685618526,0.0,0.07285455079815609,0.08122896148377462
chr17:42161364-42873571,-0.52877562322683,0.0,0.014963011062298276,0.5437386342891283
chr17:42975134-43019545,0.0,0.0,0.0,0.0
chr17:43036086-60196060,0.0,0.0,0.0,0.0
chr17:60204302-60347930,0.0,0.0,0.0,0.0
chr17:60360566-77432294,0.0,0.0,0.0,0.0
chr17:77442683-77503685,0.0,0.0,0.0,0.0
chr17:77535412-78653545,0.0,0.0,0.0,0.0
chr18:4316-76110964,0.0,0.0,0.0,0.0
chr19:8246-232080,0.0,0.0,0.0,0.0
chr19:232836-236846,0.0,0.0,0.0,0.0
chr19:239700-3342864,0.0,0.0,0.0,0.0
chr19:3363749-20383210,0.0,0.0,0.13123172693369314,0.13123172693369314
chr19:20422576-20493401,0.0,0.0,0.0,0.0
chr19:20552279-24157855,0.0,0.0,0.0,0.0
chr19:32545047-34430432,0.0,0.0,0.0,0.0
chr19:34467144-56795493,0.0,0.0,0.07305822789078924,0.07305822789078924
chr19:56816785-56859204,0.0,0.0,0.02470921394425435,0.02470921394425435
chr19:56864309-63784327,0.0,0.0,0.0,0.0
chr20:8747-12478772,0.0,0.1303293253520599,0.0,0.1303293253520599
chr20:12495273-28266113,0.0,0.0,0.0,0.0
chr20:29306447-40052114,0.0,0.08655082231340575,-0.13224921410039456,0.2188000364138003
chr20:40075620-62379059,0.0,0.0,0.0,0.0
chr21:9896630-10198129,0.0,0.0,0.0,0.0
chr21:13334960-13435755,0.0,0.0,0.0,0.0
chr21:13461550-13635227,0.0,0.0,0.0,0.0
chr21:13660680-14258259,0.0,0.0,0.0,0.0
chr21:14294323-14314039,0.0,0.0,0.0,0.0
chr21:14334542-46914686,0.0,0.0,0.0,0.0
chr22:134662-241255,0.0,0.0,0.0,0.0
chr22:246150-15013982,0.0,0.0,0.0,0.0
chr22:15270151-15403609,0.0,0.11071700124270412,0.0,0.11071700124270412
chr22:15433500-22665928,0.0,-0.15187565673383482,0.0,0.15187565673383482
chr22:22672513-22714749,0.0,0.0,0.0,0.0
chr22:22725750-24228038,0.0,0.0,0.0,0.0
chr22:24263116-37678070,0.0,-0.12352118037300354,0.06242453059265479,0.18594571096565832
chr22:37683612-37705310,0.0,-0.23537152241855339,0.0,0.23537152241855339
chr22:37717564-49509094,0.0,-0.25686677808270747,0.0,0.25686677808270747
chr23:3229-45135,0.0,-0.1847021885122859,0.0,0.1847021885122859
chr23:96116-214107,0.0,0.0,0.0,0.0
chr23:268930-343473,0.0,0.0,0.0,0.0
chr23:354639-385792,0.0,0.0,-0.02103805972160484,0.02103805972160484
chr23:422315-524509,0.0,0.0,0.0,0.0
chr23:959048-1398694,0.0,0.0,0.0,0.0
chr23:1672003-1706462,0.0,0.2944037002565253,0.0,0.2944037002565253
chr23:2702388-2969155,0.0,0.0,0.0,0.0
chr23:2979705-26516197,0.0,0.0,0.0,0.0
chr23:26537079-26627128,0.0,0.0,0.0,0.0
chr23:26666781-52769796,0.0,0.0,0.0,0.0
chr23:52775986-52832444,0.0,0.0,0.0,0.0
chr23:52844235-66511655,0.0,0.0,0.0,0.0
chr23:66527817-88259698,0.0,0.0,0.0,0.0
chr23:88434081-88986061,0.0,0.0,0.0,0.0
chr23:89001120-90763396,0.0,0.0,0.0,0.0
chr23:90837054-91203848,0.0,-0.005522581364203354,0.0,0.005522581364203354
chr23:91234699-91344716,0.0,0.0,-0.025148431305467355,0.025148431305467355
chr23:91365063-92103804,0.0,0.0,0.0,0.0
chr23:92209094-152935130,0.0,-0.0053436085135272005,0.0,0.0053436085135272005
chr23:152994680-154492924,0.0,0.0,0.0,0.0
