,HER2+,HR+,Triple Neg,importance
chr2:712-125634,0.0,0.0,0.0,0.0
chr2:143031-8963807,0.0,0.0,0.0,0.0
chr2:8972669-89953713,0.0,-0.06015826848247414,0.04660827141224049,0.10676653989471463
chr2:91057159-91321476,0.0,-0.0023535167578814468,0.04413165732056924,0.04648517407845069
chr2:91494116-130410215,0.0,0.0,0.0,0.0
chr2:130427665-130453073,0.0,0.0,0.0,0.0
chr2:130458581-131785093,0.0,0.0,0.0,0.0
chr2:131792734-131931782,-0.006037946994873136,0.0,0.0,0.006037946994873136
chr2:131945577-132196569,0.0,0.0,0.045200961863021125,0.045200961863021125
chr2:132210961-132323628,-0.05493724733713324,0.009495939951954488,0.0,0.06443318728908773
chr2:132327604-132947789,0.0,0.0,0.0,0.0
chr2:132974227-231853847,-0.029871159396200934,0.0,0.0,0.029871159396200934
chr2:231862922-242784096,0.0,0.01307711696411552,0.0,0.01307711696411552
chr3:39066-478718,0.0,0.0,0.0,0.0
chr3:515536-574415,0.0,0.0,0.0,0.0
chr3:586636-75535753,0.0,0.0,0.0,0.0
chr3:75546791-75799957,0.0,0.0304789640247365,-0.04194101010150107,0.07241997412623757
chr3:75845446-90391698,0.0,0.0,0.0,0.0
chr3:95043863-126884366,-0.07395174241361957,0.0,0.0760597914906532,0.15001153390427277
chr3:127015333-163987465,-0.01864340951287797,0.0,0.0,0.01864340951287797
chr3:163997236-164023510,0.0,0.0,0.027193485498061165,0.027193485498061165
chr3:164038925-164101784,-0.030867785079577166,0.0,0.0058506773360216206,0.036718462415598785
chr3:164112881-193467200,0.0,0.0,0.07895954827710414,0.07895954827710414
chr3:193476462-196656506,-0.042793325542530666,0.0,0.059610078364814696,0.10240340390734537
chr3:196908262-196937230,-0.07079744437089174,0.0,0.16239489198868076,0.23319233635957248
chr3:196947293-199383479,0.0,0.0,0.0,0.0
chr4:5224-49422736,-0.006008599360067626,0.007329799098875483,0.0,0.013338398458943109
chr4:52530029-69042487,0.0,0.0,0.004847545358213093,0.004847545358213093
chr4:69215734-69311985,0.022047854900150876,-0.009342656472299565,0.0,0.03139051137245044
chr4:69789443-70305861,0.0,0.0,0.0,0.0
chr4:70334625-74719357,0.0,0.0,0.07335296643154536,0.07335296643154536
chr4:74730754-93211181,0.0,0.0,0.0,0.0
chr4:93240865-190844427,0.0,0.018850742565800518,0.0,0.018850742565800518
chr4:190887518-191165971,0.0,0.01698000579542391,-0.06153845989659098,0.07851846569201489
chr4:191191940-191311992,0.0,0.0,0.0,0.0
chr5:75149-745859,0.0,0.0,-0.026651854738979287,0.026651854738979287
chr5:763494-878290,0.05469701390963735,0.0,-0.010912075211625431,0.06560908912126277
chr5:916822-21966989,0.0,0.0,0.0,0.0
chr5:21979223-32203336,0.0,0.0,0.0,0.0
chr5:32209048-45938397,0.0,0.0,0.0,0.0
chr5:49619946-68850823,0.0,0.06409275341434366,-0.07215126811315974,0.1362440215275034
chr5:69274433-96603723,0.0,0.16999739871858385,-0.12624589839925976,0.2962432971178436
chr5:96637773-180644810,0.0,0.05102003276643498,-0.1207374952683433,0.17175752803477828
chr6:5839-154410,0.02989242906430522,0.0,0.0,0.02989242906430522
chr6:204528-634345,0.0,0.0,0.0,0.0
chr6:655129-1435871,0.0,0.0,0.0,0.0
chr6:1436117-1512043,0.028263967021646092,0.0,0.0,0.028263967021646092
chr6:1535319-30010234,0.0,-0.04883955142505752,0.014228385704808822,0.06306793712986634
chr6:30021894-32519935,0.0,-0.011780261658865412,0.08328365333055626,0.09506391498942167
chr6:32586131-32600962,0.0,0.0,0.0,0.0
chr6:32605300-32629848,0.0,0.0,0.0,0.0
chr6:32634044-32728487,0.0,-0.007238661426588059,0.0,0.007238661426588059
chr6:32732764-32738443,0.0,-0.07215089068484021,0.14508249755002878,0.21723338823486898
chr6:32766023-91964331,0.0,-0.11253412664230628,0.025345050206171088,0.13787917684847736
chr6:92035339-170943103,0.10916920706278865,-0.1750777042217985,0.0,0.2842469112845871
chr7:140213-38060725,0.0,0.0,0.0,0.0
chr7:38065862-61275990,0.0,0.0,0.0,0.0
chr7:61474815-141189966,0.0,0.0,0.0,0.0
chr7:141214728-141245219,-0.02868132034486358,0.0,0.0,0.02868132034486358
chr7:141259727-141549648,0.0,0.0,0.0,0.0
chr7:141555761-141947816,0.0,0.0,0.0,0.0
chr7:141965869-141978333,0.0,-0.04414696325066764,0.0019575801213592087,0.046104543372026845
chr7:141989305-143302267,0.0,0.0,0.0,0.0
chr7:143321677-143391065,0.0,0.0,0.0,0.0
chr7:143526118-158617983,0.0,0.007616777406996326,0.0,0.007616777406996326
chr8:63810-90816,-0.05872079087477523,0.0,0.05077508452334738,0.10949587539812261
chr8:166452-6907624,-0.07287961623249664,0.0,0.09276399308966596,0.1656436093221626
chr8:7040596-8132139,0.0,-0.005844895459413509,0.03514525610960631,0.04099015156901982
chr8:8148437-12448374,0.0,0.0,0.006210449894239343,0.006210449894239343
chr8:12511855-16315130,-0.0009171704810929013,0.0,0.0263311398272769,0.0272483103083698
chr8:16373516-28182114,-0.049442222288592116,0.0,0.016951451368730514,0.06639367365732263
chr8:28208003-35676140,-0.018824932889993214,0.05325089582113209,0.0,0.0720758287111253
chr8:35694285-39333915,-0.0048666394717685425,0.019164651756479082,0.0,0.024031291228247625
chr8:39356595-39505256,0.0,0.0,-0.009391629742534375,0.009391629742534375
chr8:39535655-43515874,-0.01655491172530951,0.00863607344581086,0.0,0.025190985171120367
chr8:47575650-146264846,0.0,0.0,0.0,0.0
chr9:153131-40520747,0.0,0.0,0.0,0.0
chr9:42913008-110081531,0.0,0.0,0.0,0.0
chr9:110086022-110108926,0.0,0.0,0.0,0.0
chr9:110114139-138397892,0.026959615645755212,0.0,0.0,0.026959615645755212
chr10:115544-38563575,0.0,-0.10288660510782024,0.06743483262553619,0.17032143773335645
chr10:38596435-42057554,0.0,0.0,0.0,0.0
chr10:42150759-46371243,0.0,0.0,0.0,0.0
chr10:46396163-135395562,0.0,0.0,0.0,0.0
chr11:182372-5733442,0.0,0.0,-0.004130891673785024,0.004130891673785024
chr11:5742476-5762182,0.0,0.0,-0.06672984485941663,0.06672984485941663
chr11:5777496-7757329,0.0,0.0,-0.04369620140708723,0.04369620140708723
chr11:7762277-7797993,0.0068389044200702735,0.0,0.0,0.0068389044200702735
chr11:7803570-50337734,0.0,0.01457133277875605,-0.041148653590460056,0.05571998636921611
chr11:51244499-55118214,0.0,0.0,0.0014891569420449147,0.0014891569420449147
chr11:55124730-55194990,0.0,0.0,0.0,0.0
chr11:55200744-55207305,0.0,0.0,0.0,0.0
chr11:55225136-56294614,0.0,-0.006624864927284303,0.0,0.006624864927284303
chr11:56304321-58626432,0.0,-0.04026933053941386,0.0,0.04026933053941386
chr11:58634869-68684682,0.04898352706441785,0.0,0.0,0.04898352706441785
chr11:68740184-68943548,0.0,0.0,0.0,0.0
chr11:68972488-70505018,0.0,0.045704934271135034,0.0,0.045704934271135034
chr11:70519863-70552702,0.0,0.0,-0.00904164840325987,0.00904164840325987
chr11:70562838-89296560,0.0,0.0,0.04102116260759706,0.04102116260759706
chr11:89400624-134432265,0.0,-0.0937445143954455,0.034179741814004724,0.12792425620945022
chr12:33854-397918,0.0,0.0,0.0,0.0
chr12:412868-427816,0.0,0.0,0.0,0.0
chr12:435020-9432943,0.0,0.0,0.0,0.0
chr12:9528590-9585156,0.0,0.047038855112595805,-0.02233415196219894,0.06937300707479474
chr12:9633884-10453531,0.0,0.0,0.0,0.0
chr12:10464018-10484956,0.0,0.0,0.0,0.0
chr12:10497371-11375835,0.0,0.0,0.0,0.0
chr12:11404653-11430887,0.0,0.0,-0.010375333840123426,0.010375333840123426
chr12:11466807-34647417,0.0,0.0,0.0,0.0
chr12:36160215-36244407,0.0,0.0,-0.0026975473989996157,0.0026975473989996157
chr12:36739877-67332062,0.0,0.1541581338017923,-0.13989345420632535,0.29405158800811765
chr12:67337260-132389367,0.0,0.11422577467086428,-0.16397811760129818,0.27820389227216247
chr13:5179-123882,0.0,0.0,0.0,0.0
chr13:18194527-18354969,0.0,0.0,0.0,0.0
chr13:18402053-56673183,0.0,0.0,0.0,0.0
chr13:56770498-114123862,0.0,0.0,0.0,0.0
chr14:18149473-19216369,0.0,0.0,0.0,0.0
chr14:19268776-19490630,-0.018218255565596628,0.041029374165547174,0.0,0.0592476297311438
chr14:19505698-22000194,0.0,0.0,0.0,0.0
chr14:22022060-73047267,0.0,0.0,-0.05165324480631225,0.05165324480631225
chr14:73071404-73092018,0.07136377237474721,0.0,0.0,0.07136377237474721
chr14:73106558-105584008,0.0514730477487608,0.0,0.0,0.0514730477487608
chr14:105602756-105630089,0.0,0.019462442070401233,-0.08227402174765848,0.10173646381805972
chr14:105654998-105839439,0.00756093968605252,0.0,-0.019669836686660166,0.027230776372712685
chr14:105857193-105881279,0.025206198076534073,0.0,0.0,0.025206198076534073
chr14:105907191-106349756,0.025281257760888312,0.0,0.0,0.025281257760888312
chr15:53166-592121,0.0,0.0,-0.04565960772564841,0.04565960772564841
chr15:739595-18454050,0.009492595087218279,0.0,-0.05417340979965368,0.06366600488687196
chr15:18657388-18683110,0.0,0.0,-0.08117165242260335,0.08117165242260335
chr15:18722595-20060061,0.030247694342472087,0.0,-0.058076208781606374,0.08832390312407846
chr15:20307869-21982746,0.0,0.0,-0.006026211056722397,0.006026211056722397
chr15:22038880-22138119,0.0,0.0,0.0,0.0
chr15:22163893-32511475,0.0,0.0763894240260204,-0.1079854555421722,0.1843748795681926
chr15:32523241-32594902,0.0,0.0,-0.07063416774919862,0.07063416774919862
chr15:32605086-100282819,0.0,0.0,0.0,0.0
chr16:28087-14817706,0.0,0.2033051990840189,-0.11123155946991146,0.3145367585539304
chr16:14956177-14988855,0.0,0.0,0.0,0.0
chr16:15039224-33875313,0.0,0.06113066063420387,-0.026626921227316008,0.08775758186151988
chr16:34095229-34976429,0.0,0.0,0.0,0.0
chr16:45058242-54336421,0.0,-0.027074404098279322,0.09653294731793954,0.12360735141621887
chr16:54354643-54379834,0.0,0.0,0.0,0.0
chr16:54390012-68679377,0.0,-0.035742396610461184,0.0,0.035742396610461184
chr16:68710277-68751390,0.0,-0.07004201527201788,0.024264762021083904,0.09430677729310179
chr16:68838368-69397102,0.0,-0.1253503893052819,0.13955920500645846,0.2649095943117403
chr16:69417987-69744010,-0.023980894096286957,0.0,0.04933969667656377,0.07332059077285073
chr16:69763173-88690571,0.0,-0.011592898878071169,0.030905153036463684,0.04249805191453485
chr17:10999-390571,0.0,0.0,0.0,0.0
chr17:403833-446414,0.0,0.0,0.03979600936548315,0.03979600936548315
chr17:451258-461603,0.0,0.0,0.0,0.0
chr17:465054-974692,0.0,0.0,0.0028928045020140355,0.0028928045020140355
chr17:984101-1003742,-0.016896411924504806,0.0,0.030596863189056897,0.0474932751135617
chr17:1008443-1536140,0.0,0.0,0.0028928045020140355,0.0028928045020140355
chr17:1542118-1560766,-0.09388278365589707,0.0,0.05023632071532972,0.1441191043712268
chr17:1562322-1703117,0.0,0.0,0.0,0.0
chr17:1703729-1713758,-0.06089511032463902,0.019275238457168935,0.0,0.08017034878180795
chr17:1718892-1845756,0.0,0.0,0.0,0.0
chr17:1859252-1859812,0.04207494570298997,-0.026027579946439318,0.0,0.06810252564942929
chr17:1860983-1881747,0.0,0.0,0.0,0.0
chr17:1890246-2286311,-0.036198816684878725,0.0,0.0,0.036198816684878725
chr17:2286862-2330659,0.0,0.0,0.0,0.0
chr17:2333732-2343255,0.0,0.0,0.0,0.0
chr17:2361350-18868037,-0.020395305742118817,0.0,0.05640852195284277,0.0768038276949616
chr17:19083766-20521986,-0.0033925484758860177,0.0,0.0,0.0033925484758860177
chr17:20569693-20596699,0.0,0.0,0.0,0.0
chr17:20618474-21442476,0.0,0.0,0.0,0.0
chr17:21627596-22142513,0.0,0.0,0.02066143909223486,0.02066143909223486
chr17:22315936-22324326,0.0652740701349393,0.0,0.0,0.0652740701349393
chr17:22399576-27351012,0.05810589608322727,0.0,-0.033653915644291356,0.09175981172751863
chr17:27364248-27450834,0.007426481804279455,0.0,0.0,0.007426481804279455
chr17:27463558-35067992,0.0,0.0,0.0,0.0
chr17:35076296-35282086,0.62069087682807,-0.27223733019925156,-0.2384831389545607,1.1314113459818822
chr17:35286565-35427554,0.05643645884620869,0.0,-0.02308782683313398,0.07952428567934267
chr17:35444422-40926154,-0.07708256414081385,0.040554950892814,0.0,0.11763751503362785
chr17:41011530-41494331,-0.21906518931636684,0.09625988745167423,0.012847707044946787,0.32817278381298787
chr17:41527705-41706870,0.0,0.0,0.005529255200357542,0.005529255200357542
chr17:41983407-42049540,-0.03420750227855134,0.0,0.01976852033544283,0.05397602261399417
chr17:42161364-42873571,-0.17548009629492312,0.04018696906322038,0.025388361266418195,0.2410554266245617
chr17:42975134-43019545,0.0,0.0,0.0,0.0
chr17:43036086-60196060,0.0,0.0,0.0,0.0
chr17:60204302-60347930,0.0,0.0,0.0,0.0
chr17:60360566-77432294,0.0,-0.004034475665345933,0.0,0.004034475665345933
chr17:77442683-77503685,-0.07974291237868032,0.14374513465713618,0.0,0.22348804703581648
chr17:77535412-78653545,0.0,-0.02545444789148587,0.09344374259084244,0.1188981904823283
chr18:4316-76110964,-0.0464240397406767,0.12023214695167347,0.0,0.16665618669235016
chr19:8246-232080,0.0,-0.02801608080249829,0.0,0.02801608080249829
chr19:232836-236846,0.012813498911862009,-0.04368073295071437,0.0,0.05649423186257638
chr19:239700-3342864,0.0,-0.00210066624404288,0.0,0.00210066624404288
chr19:3363749-20383210,0.0,-0.01418241931365116,0.0,0.01418241931365116
chr19:20422576-20493401,0.0,0.0,0.0,0.0
chr19:20552279-24157855,0.0,0.0,0.0,0.0
chr19:32545047-34430432,0.0,0.0,0.0,0.0
chr19:34467144-56795493,-0.01985704929058315,0.00043978994288309365,0.0,0.020296839233466243
chr19:56816785-56859204,0.0,0.0,0.0,0.0
chr19:56864309-63784327,0.0,0.04574793745473639,0.0,0.04574793745473639
chr20:8747-12478772,0.0,0.0,0.0,0.0
chr20:12495273-28266113,0.0,0.0,0.0,0.0
chr20:29306447-40052114,0.0,0.022797804551629126,-0.03810447167793387,0.060902276229563
chr20:40075620-62379059,0.026899809742679893,0.0,-0.009669328956601784,0.036569138699281675
chr21:9896630-10198129,0.09578959232468387,-0.01975236836862756,0.0,0.11554196069331144
chr21:13334960-13435755,0.0,-0.0725960366254839,0.0,0.0725960366254839
chr21:13461550-13635227,0.0,-0.033053006027637485,0.0,0.033053006027637485
chr21:13660680-14258259,0.009171036030197236,0.0,0.0,0.009171036030197236
chr21:14294323-14314039,0.024528240069129233,0.0,0.0,0.024528240069129233
chr21:14334542-46914686,0.008355785641488415,0.0,0.0,0.008355785641488415
chr22:134662-241255,0.0,0.0,0.0,0.0
chr22:246150-15013982,0.0,-0.017227659379042755,0.0,0.017227659379042755
chr22:15270151-15403609,0.0,0.0,0.0,0.0
chr22:15433500-22665928,0.0,-0.04028937360428506,0.0,0.04028937360428506
chr22:22672513-22714749,0.0,0.0,0.0,0.0
chr22:22725750-24228038,0.0,-0.08731759611204747,0.051186092434623146,0.1385036885466706
chr22:24263116-37678070,0.0,-0.05553960916438779,0.04245432213874493,0.09799393130313272
chr22:37683612-37705310,0.04379259037135089,-0.16637187206175888,0.012629259702035737,0.2227937221351455
chr22:37717564-49509094,0.0,-0.0332621079805548,0.0,0.0332621079805548
chr23:3229-45135,0.0,-0.09432595932022483,0.03798293023325867,0.1323088895534835
chr23:96116-214107,0.0,0.0,0.0,0.0
chr23:268930-343473,0.0,0.0,0.0,0.0
chr23:354639-385792,0.0,0.0,0.0,0.0
chr23:422315-524509,0.0,0.0,0.0,0.0
chr23:959048-1398694,0.0,0.0,0.0,0.0
chr23:1672003-1706462,-0.0758094768741631,0.03204133600981545,0.0,0.10785081288397855
chr23:2702388-2969155,0.0,0.0,0.0,0.0
chr23:2979705-26516197,0.0,0.0,0.0,0.0
chr23:26537079-26627128,0.039974624459292764,0.0,0.0,0.039974624459292764
chr23:26666781-52769796,0.0,0.0,0.0,0.0
chr23:52775986-52832444,0.0,0.0,0.0,0.0
chr23:52844235-66511655,0.0,-0.003988225500924854,0.0,0.003988225500924854
chr23:66527817-88259698,0.0,0.0,0.0,0.0
chr23:88434081-88986061,0.0,0.0,0.0,0.0
chr23:89001120-90763396,0.018328529107671566,0.0,0.0,0.018328529107671566
chr23:90837054-91203848,0.0,0.0,0.0,0.0
chr23:91234699-91344716,0.04596211003220576,0.0,-0.04100899631504415,0.08697110634724992
chr23:91365063-92103804,0.0,0.0,0.0,0.0
chr23:92209094-152935130,0.04619711196240486,-0.035024294381934495,0.0,0.08122140634433936
chr23:152994680-154492924,0.0,0.0,0.0,0.0
