SegmentID	Chromosome	Start	End	n_raw_regions	H_statistic	p_value	bonferroni_significant
49	2	132327604	132947789	2	2.162223486452181	0.33921819240739265	False
50	2	132974227	231853847	21	2.888315217391302	0.2359447506697129	False
51	2	231862922	242784096	6	0.9569041410359378	0.6197419665729775	False
52	3	39066	478718	2	2.523891063274604	0.28310270509768215	False
53	3	515536	574415	2	4.815649974894378	0.09001085656317416	False
54	3	586636	75535753	37	4.995391210234977	0.08227437298751399	False
55	3	75546791	75799957	1	2.2124565070627566	0.3308043210374656	False
56	3	75845446	90391698	23	3.4598567671294997	0.17729710690199432	False
57	3	95043863	126884366	16	7.638288916525443	0.02194656907046764	False
58	3	127015333	163987465	16	6.246294445832239	0.044018414426734605	False
59	3	163997236	164023510	1	0.7575579265779657	0.6846969391007758	False
60	3	164038925	164101784	1	2.9050586003910426	0.23397773910129552	False
61	3	164112881	193467200	14	9.829901209599923	0.007336080250615636	False
62	3	193476462	196656506	1	11.213706703749018	0.003672607598634469	False
63	3	196908262	196937230	1	12.865252939028608	0.0016082213382793906	False
64	3	196947293	199383479	3	8.886982685810798	0.011754826663043718	False
65	4	5224	49422736	34	3.791689503665868	0.1501914069762543	False
66	4	52530029	69042487	22	1.582578841789374	0.4532599754408625	False
67	4	69215734	69311985	1	2.014653716216219	0.3651938910414489	False
68	4	69789443	70305861	1	0.5630759489808307	0.7546222587354376	False
69	4	70334625	74719357	7	1.4311568759159752	0.4889092263338526	False
70	4	74730754	93211181	19	0.6691666666666805	0.7156362059924805	False
71	4	93240865	190844427	36	2.196710358869898	0.33341904742952405	False
72	4	190887518	191165971	4	7.927729614447101	0.01898958121690185	False
73	4	191191940	191311992	1	1.9619131219904085	0.3749522625449398	False
74	5	75149	745859	5	1.6193855555691328	0.44499475749982287	False
75	5	763494	878290	4	6.497737637276068	0.03881809330948395	False
76	5	916822	21966989	15	0.03666793076905945	0.9818330793369856	False
77	5	21979223	32203336	5	0.9890459480932567	0.6098617578056152	False
78	5	32209048	45938397	12	0.7065456081080702	0.7023855536118566	False
79	5	49619946	68850823	16	11.094297405051051	0.003898557357840374	False
80	5	69274433	96603723	9	16.104078907203842	0.0003184517920967408	False
81	5	96637773	180644810	34	14.269648515844388	0.0007968658134351363	False
82	6	5839	154410	4	4.2156373026343745	0.12150271736383478	False
83	6	204528	634345	7	1.8014496370236148	0.4062750772971808	False
84	6	655129	1435871	4	0.13568263427303565	0.9344087364674779	False
85	6	1436117	1512043	1	3.8915003731998166	0.1428799964642973	False
86	6	1535319	30010234	23	8.239113625643425	0.016251715398035892	False
87	6	30021894	32519935	6	9.162935697115358	0.010239854703756926	False
88	6	32586131	32600962	1	0.42914493044408203	0.8068863384156102	False
89	6	32605300	32629848	1	0.12948952078749482	0.9373066706340724	False
90	6	32634044	32728487	3	3.4262975013775288	0.18029718699650757	False
91	6	32732764	32738443	1	7.483821261710912	0.023708761138617234	False
92	6	32766023	91964331	54	7.18885869565216	0.02747635814662047	False
93	6	92035339	170943103	76	13.055803117348724	0.0014620707025385729	False
94	7	140213	38060725	26	0.6562030884248558	0.720289874723591	False
95	7	38065862	61275990	22	0.06884799631346471	0.9661617669713363	False
96	7	61474815	141189966	32	2.3338746709269858	0.31131894818457256	False
97	7	141214728	141245219	1	3.227589699074072	0.19913050811559493	False
98	7	141259727	141549648	4	0.28668954648231665	0.8664552867948649	False
99	7	141555761	141947816	2	0.7555873655914037	0.6853718900921015	False
100	7	141965869	141978333	1	3.2012822522419557	0.20176711834841365	False
101	7	141989305	143302267	1	0.1658742644655102	0.9204090094606476	False
102	7	143321677	143391065	1	2.4748832032337083	0.2901255259305708	False
103	7	143526118	158617983	12	1.731535466918485	0.42072842131753374	False
104	8	63810	90816	1	9.893867322380999	0.007105162395459355	False
105	8	166452	6907624	10	12.281955280022297	0.0021528179082283216	False
106	8	7040596	8132139	3	1.4971574858757077	0.47303838434963863	False
107	8	8148437	12448374	2	6.515436224609101	0.03847609605111446	False
108	8	12511855	16315130	4	7.968117643911815	0.018609951360447786	False
109	8	16373516	28182114	12	9.729386055892906	0.007714195870586473	False
110	8	28208003	35676140	25	7.281764273305139	0.026229196022185746	False
111	8	35694285	39333915	24	4.029875761910101	0.13332868535931086	False
112	8	39356595	39505256	2	0.730379355737317	0.6940649896238181	False
113	8	39535655	43515874	20	6.367865276201574	0.04142243494270248	False
114	8	47575650	146264846	90	1.5052208805107388	0.4711350761238313	False
115	9	153131	40520747	52	1.3279636402753499	0.5147974173179367	False
116	9	42913008	110081531	20	0.814071998480227	0.6656202280477985	False
117	9	110086022	110108926	2	0.057096278473903764	0.971855508637423	False
118	9	110114139	138397892	23	4.149553571428578	0.12558445660960973	False
119	10	115544	38563575	32	3.7304797686618705	0.1548590571675899	False
120	10	38596435	42057554	2	1.3098286403409893	0.5194865702010836	False
121	10	42150759	46371243	8	3.2290937028624667	0.19898081788702143	False
122	10	46396163	135395562	74	0.33901616983849675	0.8440799301347011	False
123	11	182372	5733442	5	3.2566644519429913	0.19625661301973593	False
124	11	5742476	5762182	1	1.1239542728635663	0.5700808213107589	False
125	11	5777496	7757329	3	4.183308678501009	0.12348268449644123	False
126	11	7762277	7797993	1	0.2859486417657204	0.8667763266605342	False
127	11	7803570	50337734	40	0.6634513561522023	0.7176841723560543	False
128	11	51244499	55118214	3	2.933991858237526	0.23061723615587715	False
129	11	55124730	55194990	1	1.2067730523138938	0.5469562146230795	False
130	11	55200744	55207305	1	0.08526739911080147	0.9582623377073132	False
131	11	55225136	56294614	2	2.743114104194341	0.25371160964859585	False
132	11	56304321	58626432	9	1.1448605909279985	0.564152713530613	False
133	11	58634869	68684682	40	2.0998646353116244	0.34996143451986783	False
134	11	68740184	68943548	3	0.9061439585928244	0.6356723767292338	False
135	11	68972488	70505018	14	1.352186050169089	0.5086002039026496	False
136	11	70519863	70552702	1	0.9047223147531347	0.6361243872189026	False
137	11	70562838	89296560	46	2.076292560874957	0.3541104954765692	False
138	11	89400624	134432265	18	7.9961884996161405	0.018350577202336304	False
139	12	33854	397918	4	2.2058415345202866	0.3319002631954983	False
140	12	412868	427816	1	1.755965642589104	0.41562044738400605	False
141	12	435020	9432943	7	3.00749349771124	0.22229571168682305	False
142	12	9528590	9585156	1	0.10006757863692478	0.9511972836497705	False
143	12	9633884	10453531	1	2.3729106541606146	0.3053015424286488	False
144	12	10464018	10484956	1	1.0230654761905047	0.5995758813702953	False
145	12	10497371	11375835	1	2.3729106541606146	0.3053015424286488	False
146	12	11404653	11430887	1	0.7514641213217312	0.6867863254659679	False
147	12	11466807	34647417	21	0.12741887019233586	0.9382775904639734	False
148	12	36160215	36244407	1	1.382534636062818	0.500940815288911	False
149	12	36739877	67332062	28	12.918714627775302	0.0015658017061010087	False
150	12	67337260	132389367	48	13.274031552129584	0.0013109335315410618	False
151	13	5179	123882	1	1.1616066985332711	0.5594487532456771	False
152	13	18194527	18354969	1	2.936762787515594	0.2302979453641558	False
153	13	18402053	56673183	33	1.690250893388915	0.42950347503987507	False
154	13	56770498	114123862	29	0.2446174894192762	0.8848751258098955	False
155	14	18149473	19216369	3	0.633974223660725	0.7283401420365159	False
156	14	19268776	19490630	3	0.6478256348115474	0.7233132999609697	False
157	14	19505698	22000194	13	0.14153532226286372	0.9316783320724557	False
158	14	22022060	73047267	58	2.060062079192459	0.35699587938921873	False
159	14	73071404	73092018	1	0.7931972789116095	0.6726039281435523	False
160	14	73106558	105584008	20	2.100166958985433	0.34990853770467084	False
161	14	105602756	105630089	1	2.3471123865178933	0.3092651766462357	False
162	14	105654998	105839439	2	3.3292228412541633	0.1892641878543933	False
163	14	105857193	105881279	1	1.8640175063903002	0.39376194484223925	False
164	14	105907191	106349756	4	1.7664580236034315	0.4134457328096336	False
165	15	53166	592121	1	5.49433237110628	0.06410927783247394	False
166	15	739595	18454050	3	8.400523181656338	0.014991654628145504	False
167	15	18657388	18683110	1	8.971679102675528	0.011267423967861807	False
168	15	18722595	20060061	6	3.001038048811148	0.2230143801986021	False
169	15	20307869	21982746	4	4.895626368812932	0.08648250114541117	False
170	15	22038880	22138119	1	1.5956497648782075	0.4503073711270785	False
171	15	22163893	32511475	8	10.032647182667306	0.006628852336620853	False
172	15	32523241	32594902	1	7.2172339456652495	0.02708928618932693	False
173	15	32605086	100282819	46	0.8860358391608427	0.6420957008991521	False
174	16	28087	14817706	8	10.732985131460614	0.004670484031219124	False
175	16	14956177	14988855	1	1.2170046203936369	0.5441652498233078	False
176	16	15039224	33875313	24	5.447265624999992	0.06563587795451592	False
177	16	34095229	34976429	5	1.1796754229646458	0.5544172529880644	False
178	16	45058242	54336421	18	4.701737384994578	0.09528635171349872	False
179	16	54354643	54379834	1	3.615677942278891	0.16400818052705357	False
180	16	54390012	68679377	16	7.3535092873782775	0.025304965348038867	False
181	16	68710277	68751390	1	10.580790517961516	0.005039767852453873	False
182	16	68838368	69397102	3	12.894008728364941	0.0015852639363136936	False
183	16	69417987	69744010	1	7.836124841175102	0.019879575708991022	False
184	16	69763173	88690571	15	8.333723833821413	0.015500826763315378	False
185	17	10999	390571	3	8.831623352465979	0.012084741245925033	False
186	17	403833	446414	2	9.385073590662858	0.009163410948393482	False
187	17	451258	461603	2	6.968220231787136	0.030681048862494703	False
188	17	465054	974692	1	9.87298933032548	0.007179721642247413	False
189	17	984101	1003742	1	10.26408565363012	0.005904486302212852	False
190	17	1008443	1536140	6	9.87298933032548	0.007179721642247413	False
191	17	1542118	1560766	1	15.151265060240963	0.0005127959602992156	False
192	17	1562322	1703117	1	9.756723001700678	0.0076094719319474485	False
193	17	1703729	1713758	1	10.248899819169143	0.005949489213474029	False
194	17	1718892	1845756	1	10.157027391975335	0.006229160565273625	False
195	17	1859252	1859812	1	0.287749231862021	0.8659963233950113	False
196	17	1860983	1881747	2	1.2319688368815715	0.5401089403182415	False
197	17	1890246	2286311	3	11.903661777210829	0.0026010738796196824	False
198	17	2286862	2330659	1	0.40089467587192823	0.8183645856591845	False
199	17	2333732	2343255	1	5.444479250200447	0.06572738476091897	False
200	17	2361350	18868037	21	9.810940983204134	0.007405957822125439	False
201	17	19083766	20521986	5	3.9397259960692854	0.13947596338726514	False
202	17	20569693	20596699	1	2.522646434634996	0.2832789387957292	False
203	17	20618474	21442476	6	4.7455996052761575	0.09321936474510249	False
204	17	21627596	22142513	2	0.9978360951274057	0.6071872521744536	False
205	17	22315936	22324326	1	1.8802751236275403	0.39057410358078515	False
206	17	22399576	27351012	36	5.6425559145907	0.05952981751234392	False
207	17	27364248	27450834	1	0.7428829958188646	0.6897393558431002	False
208	17	27463558	35067992	43	1.4198863636363253	0.4916721325839798	False
209	17	35076296	35282086	1	73.90434359281458	8.951085273026802e-17	True
210	17	35286565	35427554	3	1.3951575694262761	0.4977891004575422	False
211	17	35444422	40926154	24	8.814259242546914	0.012190118416862105	False
212	17	41011530	41494331	3	26.052690600662796	2.2015579253514246e-06	True
213	17	41527705	41706870	3	1.633213821985407	0.44192861653785975	False
214	17	41983407	42049540	1	8.901537826124247	0.01166959061916413	False
215	17	42161364	42873571	3	23.102931619875143	9.621928843162232e-06	True
216	17	42975134	43019545	1	0.9816364357338387	0.6121253373377342	False
217	17	43036086	60196060	98	3.698340043641154	0.15736772390314274	False
218	17	60204302	60347930	1	1.3565553806954203	0.507490295534917	False
219	17	60360566	77432294	57	1.4142919958035067	0.4930493552399452	False
220	17	77442683	77503685	2	8.568316342148258	0.013785221436192055	False
221	17	77535412	78653545	4	8.76965573075979	0.01246503361349739	False
222	18	4316	76110964	56	5.965853490023451	0.05064439352123031	False
223	19	8246	232080	1	0.20035714285715875	0.9046758543513471	False
224	19	232836	236846	1	1.8266402791518959	0.4011900035518852	False
225	19	239700	3342864	5	0.026257225784493493	0.9869571914382573	False
226	19	3363749	20383210	33	3.715795687427563	0.15600022277109477	False
227	19	20422576	20493401	1	4.040799327446748	0.13260245809621174	False
228	19	20552279	24157855	9	3.0399543275287657	0.21871688156542635	False
229	19	32545047	34430432	4	3.5496353397769576	0.1695143542530663	False
230	19	34467144	56795493	33	2.477022058823511	0.28981542347477773	False
231	19	56816785	56859204	1	1.2192614687603935	0.5435515469193734	False
232	19	56864309	63784327	16	0.573986950549472	0.7505166257358815	False
233	20	8747	12478772	15	3.9845061873433694	0.13638778454952544	False
234	20	12495273	28266113	21	1.5635088951310472	0.45760246708887975	False
235	20	29306447	40052114	28	2.850019332388221	0.2405061384180875	False
236	20	40075620	62379059	47	4.475153855481952	0.1067167738043267	False
237	21	9896630	10198129	1	5.310381775676239	0.07028542075259223	False
238	21	13334960	13435755	1	5.027343749999908	0.08097037961125833	False
239	21	13461550	13635227	1	1.6976225261025417	0.42792331797953576	False
240	21	13660680	14258259	1	4.176033048759045	0.12393270970030938	False
241	21	14294323	14314039	1	1.9893049215300058	0.3698519602779726	False
242	21	14334542	46914686	38	2.959779546388013	0.227662781542071	False
243	22	134662	241255	1	0.9431999961638227	0.6240030654267474	False
244	22	246150	15013982	2	0.12621555430198664	0.9388422824897428	False
245	22	15270151	15403609	1	0.5084762042467943	0.7755071301675627	False
246	22	15433500	22665928	17	7.407070133724193	0.024636281450545312	False
247	22	22672513	22714749	3	1.8095119231696113	0.40464062091071407	False
248	22	22725750	24228038	6	9.214437641494957	0.00997953462260548	False
249	22	24263116	37678070	13	12.116344975490149	0.002338670934352026	False
250	22	37683612	37705310	1	7.40714760638299	0.02463532714991505	False
251	22	37717564	49509094	17	9.407082488167697	0.009063125467460286	False
252	23	3229	45135	1	5.028560000537022	0.08092115444646235	False
253	23	96116	214107	1	3.5830311230975087	0.16670732290453286	False
254	23	268930	343473	2	1.1908219777355673	0.5513359263697174	False
255	23	354639	385792	2	0.29095558243218433	0.8646090917772136	False
256	23	422315	524509	2	0.9108288840625377	0.6341850805232194	False
257	23	959048	1398694	2	0.553632860705221	0.7581936656804168	False
258	23	1672003	1706462	2	0.3593954761776631	0.8355227199416483	False
259	23	2702388	2969155	1	1.1923832177890186	0.5509057104435704	False
260	23	2979705	26516197	8	0.028141306448526377	0.9860278757531031	False
261	23	26537079	26627128	1	2.266236938854493	0.32202745618187084	False
262	23	26666781	52769796	8	0.6859589557990745	0.709652774976314	False
263	23	52775986	52832444	1	0.4014603170209399	0.8181331680432872	False
264	23	52844235	66511655	3	1.8702736849459216	0.39253214678641646	False
265	23	66527817	88259698	7	1.2590328099839012	0.5328494220302917	False
266	23	88434081	88986061	1	1.2263152415324217	0.5416378789967826	False
267	23	89001120	90763396	5	0.8796703296703177	0.6441425896826932	False
268	23	90837054	91203848	2	1.0269450704789718	0.5984139531047705	False
269	23	91234699	91344716	1	0.9189019943937111	0.6316303171510331	False
270	23	91365063	92103804	4	1.0708340113865331	0.5854251136314685	False
271	23	92209094	152935130	14	1.696769941833693	0.42810577721183185	False
272	23	152994680	154492924	6	0.7633333333332942	0.6827225894770771	False
