Chromosome	Start	End	H_statistic	p_value	significant_bonferroni
2	101508783	106387775	5.26112456622321	0.07203794512884958	False
2	106409285	110341019	4.427330407969615	0.10929930920594462	False
2	110563411	111085061	2.2593819521691185	0.3231330968497154	False
2	111108426	113884106	2.303985855423826	0.31600636357200007	False
2	113910766	114036896	1.8554080464895268	0.3954606372624305	False
2	114146068	115199661	3.2349218330649396	0.19840181885995797	False
2	115206978	115251658	4.673311237373729	0.09665033389162289	False
2	115260305	116378260	3.352809507743705	0.18704524231583974	False
2	116395687	120822517	3.3677720746108055	0.1856511252380193	False
2	120829609	123225447	2.921874999999953	0.2320186552472765	False
2	123281054	126438234	2.6200209902457225	0.26981722460490465	False
2	126478953	126745976	2.6956816815223106	0.2598006063698762	False
2	126799274	126901119	2.6674466235606387	0.26349436095491574	False
2	126922829	130410215	1.9206632670183794	0.38276592691679495	False
2	130427665	130453073	2.315500017676674	0.3141923161200178	False
2	130458581	131785093	1.6979619565217392	0.42785069904637574	False
2	131792734	131931782	2.598715211891178	0.27270692208240277	False
2	131945577	132042781	6.598825901328212	0.036904825996878644	False
2	132067307	132196569	3.93983997584544	0.13946801489421626	False
2	132210961	132323628	1.205068250758302	0.5474226392879766	False
2	132327604	132349355	1.4984127325679548	0.4727415875640467	False
2	132419295	132947789	4.309345006815397	0.11594115472906141	False
2	132974227	139709714	1.0724161695185537	0.5849621792123643	False
2	139773806	147365650	2.6988523544576917	0.25938906129916867	False
2	147413433	147652606	3.9322521946444593	0.13999814627935697	False
2	147700457	158902610	6.246907367058261	0.04400492658331757	False
2	158911197	159695436	6.765525784041539	0.03395351512584122	False
2	159712195	164848314	4.622100488616524	0.09915705771923536	False
2	164879282	165653813	4.703987858888195	0.09517919229120142	False
2	165662108	171006374	6.246907367058261	0.04400492658331757	False
2	171017426	173478545	4.978998000999521	0.0829515148339511	False
2	173485322	174896336	8.731627726925382	0.012704311391746574	False
2	174901679	180212390	5.322900203728827	0.06984686320575549	False
2	180223718	187349250	3.791225143903638	0.15022628244780528	False
2	187359105	190451844	0.7033776209422669	0.7034990094421372	False
2	190458269	190481066	0.8860265500430309	0.6420986831573838	False
2	190485380	196058781	0.7060573136051517	0.7025570600497963	False
2	196090504	198648767	1.2032059176455907	0.5479326183427448	False
2	198658046	216382286	2.2351571940965753	0.32707080677391426	False
2	216395222	217154796	1.9590163523274065	0.3754957311954135	False
2	217169713	224771175	4.6005683278710015	0.10023035782272714	False
2	224833869	229675328	1.9932340724750597	0.3691260714535022	False
2	229700351	231853847	4.345587887801665	0.11385905628194684	False
2	231862922	233057465	0.24354570455734523	0.8853494507743944	False
2	233066421	235036486	0.24354570455734523	0.8853494507743944	False
2	235061664	235732587	0.48840549221392604	0.7833288012970888	False
2	235740357	236665001	1.4222177108223721	0.49109933727364397	False
2	236672959	242242118	0.8314478793309317	0.6598624071797464	False
2	242430070	242784096	0.734717710822341	0.692561071158066	False
3	39066	342654	2.0930059523809703	0.3511636319731286	False
3	348251	478718	3.5079299812029947	0.17308629555747973	False
3	515536	517145	2.19321683165966	0.33400196064440724	False
3	521064	574415	5.723466680814946	0.05716957999063434	False
3	586636	625689	0.2713353957273647	0.8731327281572001	False
3	641257	4099960	1.5809022238780663	0.45364010664895027	False
3	4109224	4214897	0.7148587933247783	0.6994720822629684	False
3	4226329	9771752	2.441507340014088	0.2950077446290636	False
3	9779380	9918123	0.5797884951969761	0.7483427024320772	False
3	9923074	11677508	1.73302817752487	0.420414525582524	False
3	11686988	12710784	2.202760577784129	0.3324119423854846	False
3	12735694	14873985	2.917173839390482	0.2325646752091091	False
3	14887411	16613213	2.917173839390482	0.2325646752091091	False
3	16617887	16778176	4.6788521500372005	0.09638293893618304	False
3	16792439	18668016	4.792351628151277	0.09106553980359275	False
3	18712267	19922255	6.313678992906926	0.04256003989981804	False
3	19936335	24520200	5.571326569100801	0.06168815865563766	False
3	24543616	25463517	4.578930226464413	0.10132064243329603	False
3	25470432	29923292	4.578930226464413	0.10132064243329603	False
3	29936736	31279861	2.9264419740233696	0.23148944811031144	False
3	31298148	34796905	1.6832018239880706	0.43101994579866765	False
3	34840321	39070614	2.060208223875379	0.35696979381749877	False
3	39083092	41241584	2.7106855317296645	0.2578588940755429	False
3	41249898	46752789	4.721494803131322	0.09434967973908438	False
3	46761824	46823673	3.256761107220655	0.19624712863020446	False
3	46829442	48626775	2.744572368421073	0.25352668779089244	False
3	48631976	48677740	4.288149186264071	0.11717642275233062	False
3	48686316	50274167	4.721494803131322	0.09434967973908438	False
3	50277922	50326943	2.8525048385982106	0.24020743431396863	False
3	50330225	54374166	3.2938029031779075	0.19264590744871446	False
3	54381805	55759111	3.1963607131663885	0.2022642321173301	False
3	55767891	60816395	3.3419882157746588	0.1880600207328407	False
3	60825422	64093778	1.9421231432683534	0.3786808278284322	False
3	64100021	65243724	3.0047075933864225	0.22260557474121442	False
3	65284372	69024511	3.2938029031779075	0.19264590744871446	False
3	69036237	69714887	4.410643977310643	0.11021503160068555	False
3	69736891	71096721	3.9664100241545586	0.1376274321114995	False
3	71105921	71561684	2.170903806027074	0.337749121556723	False
3	71570203	73535935	2.866694078947391	0.23850928479016426	False
3	73545783	75469606	3.2496728356103626	0.19694388908294602	False
3	75479859	75535753	4.364753744239632	0.11277316444030377	False
3	75546791	75799957	2.2124565070627566	0.3308043210374656	False
3	75845446	75858339	5.856277973145761	0.05349650327441716	False
3	75870144	75896020	6.489870247167051	0.03897109258010606	False
3	75914406	75957900	6.552702597653635	0.037765801849717444	False
3	75971233	76019295	3.5656466663759967	0.16816269708361886	False
3	76042344	77513375	4.907131075099808	0.08598645135272574	False
3	77524016	79388058	5.089933421254112	0.07847566434289587	False
3	79401618	80929281	4.390924149318624	0.11130711742196263	False
3	80959005	82751614	3.3815804861163277	0.18437376631963817	False
3	82801964	84189335	2.9909114442644102	0.2241464329609801	False
3	84212782	84761534	2.7514009139009254	0.25266255456463504	False
3	84773539	86079447	4.307760606642339	0.11603303971271056	False
3	86093476	86238114	5.013058271036967	0.08155080036797278	False
3	86304015	87271517	5.161462276362252	0.07571862300342352	False
3	87287192	87311658	6.678068614321943	0.03547119546681929	False
3	87336579	87661897	6.7974436785653	0.0334159536354863	False
3	87696516	88166248	6.7974436785653	0.0334159536354863	False
3	88179775	88662813	6.191716520428921	0.04523617138860851	False
3	88671596	89473678	4.060416666666673	0.13130816243155205	False
3	89488409	89516057	5.163739816218265	0.07563244598976585	False
3	89531802	89654152	2.882927733615464	0.23658118173349252	False
3	89663968	90219681	1.5862783077149984	0.4524223404629124	False
3	90236603	90284660	1.406208990688422	0.4950460475709355	False
3	90296455	90391698	1.4075793797874883	0.4947069609008078	False
3	95043863	95338953	5.699678280652649	0.057853626441843525	False
3	95346425	97340020	3.330584566526982	0.18913536879949003	False
3	97384282	97943959	5.962460907094406	0.05073037407711109	False
3	97955574	100144881	3.2900138093289555	0.19301123011137647	False
3	100159418	103058802	3.034173195631559	0.21935001174709973	False
3	103067334	103845179	2.0877479329245463	0.3520880592094326	False
3	103869497	105247720	3.548670212765951	0.16959617543445804	False
3	105296320	106577524	4.815626058143461	0.09001193295322826	False
3	106589477	111089189	7.362192097367404	0.02519534437179264	False
3	111105693	113356479	6.737625915750925	0.0344304835299227	False
3	113370366	113847282	6.737625915750925	0.0344304835299227	False
3	113854434	114473399	4.999550053383469	0.08210346763503755	False
3	114484581	115444884	6.368633133548582	0.04140653473466981	False
3	115450295	119473378	4.556236934935946	0.10247683894305759	False
3	119496988	123302196	3.052136479591844	0.21738870951529665	False
3	123307820	126884366	1.9514787545242824	0.37691356918959257	False
3	127015333	127130406	6.801898865896881	0.03334159931518461	False
3	127138046	128434521	5.723503352490385	0.05716853174810335	False
3	128485208	128664764	6.390726273148128	0.04095165163317002	False
3	128683027	130206126	7.550055507531206	0.02293645406012545	False
3	130220686	130840184	2.742607526881687	0.25377588006043794	False
3	130849527	131199964	6.551880337732864	0.03778133169450935	False
3	131215316	131299415	6.47265135757739	0.03930806052230932	False
3	131310594	136853762	5.44222583720154	0.06580148196758469	False
3	136891846	137841243	9.838861513223778	0.00730328701158451	False
3	137852057	143671669	9.493705718623467	0.008678966195432836	False
3	143686906	144718154	11.673422619047576	0.002918424656383042	False
3	144727213	153247166	9.840115904404163	0.007298707858339405	False
3	153300999	156963893	10.453030646135268	0.00537221315043445	False
3	156981865	160212878	8.803992438674602	0.012252856085408902	False
3	160231691	163957219	6.845946028265112	0.03261532483402124	False
3	163966040	163987465	8.090213395140685	0.017507836512515036	False
3	163997236	164023510	0.7575579265779657	0.6846969391007758	False
3	164038925	164101784	2.9050586003910426	0.23397773910129552	False
3	164112881	164333847	8.399142356490646	0.015002008628993408	False
3	164343718	164427869	5.531228578629045	0.0629374256827411	False
